id,topic,sub_topic,question,correct_answer,distractor_1,distractor_2,distractor_3,explanation,difficulty
b287e2a5,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(12), Pop(), Push(15), Push(16). What is the element at the TOP of the stack after these operations?",16,15,17,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
c9d829fa,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [30, 32, 73, 29, 33, 40, 57, 85]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[29, 30, 32, 33, 40, 57, 73, 85]","[30, 32, 73, 29, 33, 40, 57, 85]","[29, 30, 32, 33, 40, 57, 73, 85]","[85, 40, 33, 32, 73, 29, 57, 30]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
1fa0b310,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [30, 48, 41, 6, 36, 15, 25]. What is the Postorder traversal sequence of the resulting tree?","[25, 15, 6, 36, 41, 48, 30]","[30, 6, 15, 25, 48, 41, 36]","[30, 48, 41, 6, 36, 15, 25]","[48, 41, 36, 30, 25, 15, 6]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
9c00223e,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [76, 29, 22, 16, 43, 20, 15, 83]. Perform Bubble Sort. What is the exact state of the array after the completion of 6 full pass(es)?","[15, 16, 20, 22, 29, 43, 76, 83]","[76, 29, 22, 16, 43, 20, 15, 83]","[15, 16, 20, 22, 29, 43, 76, 83]","[15, 22, 29, 16, 43, 83, 76, 20]","After 6 passes of Bubble Sort, the largest 6 elements effectively 'bubble' to the end in sorted order.",Medium
5dc80136,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [27, 49, 6, 34, 17, 47]. What is the Inorder traversal sequence of the resulting tree?","[6, 17, 27, 34, 47, 49]","[27, 6, 17, 49, 34, 47]","[27, 49, 6, 34, 17, 47]","[49, 47, 34, 27, 17, 6]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
544e2bb1,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(20), Push(19), Push(4), Pop(). What is the element at the TOP of the stack after these operations?",19,20,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
2e636c6f,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [31, 32, 21, 44, 42]. What is the Postorder traversal sequence of the resulting tree?","[21, 42, 44, 32, 31]","[31, 21, 32, 44, 42]","[31, 32, 21, 44, 42]","[44, 42, 32, 31, 21]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
1e33498c,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [73, 42, 98, 70, 59]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[42, 73, 70, 59, 98]","[73, 42, 98, 70, 59]","[42, 59, 70, 73, 98]","[70, 73, 59, 98, 42]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
c226ffbd,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [17, 34, 2, 44, 11, 32]. What is the Preorder traversal sequence of the resulting tree?","[17, 2, 11, 34, 32, 44]","[11, 2, 32, 44, 34, 17]","[17, 34, 2, 44, 11, 32]","[44, 34, 32, 17, 11, 2]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
62090805,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [94, 34, 69, 88, 12, 67]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[34, 69, 88, 12, 67, 94]","[94, 34, 69, 88, 12, 67]","[12, 34, 67, 69, 88, 94]","[69, 94, 88, 34, 12, 67]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
1a8f635b,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(4), Push(15), Pop(), Pop(), Push(3), Push(20). What is the element at the TOP of the stack after these operations?",20,3,21,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
3de07008,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [32, 82, 20, 74, 21, 28, 84]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[20, 32, 21, 28, 74, 82, 84]","[32, 82, 20, 74, 21, 28, 84]","[20, 21, 28, 32, 74, 82, 84]","[74, 28, 84, 32, 21, 20, 82]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
4588cd1d,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [15, 28, 59, 61, 65, 75, 90]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[15, 28, 59, 61, 65, 75, 90]","[15, 28, 59, 61, 65, 75, 90]","[15, 28, 59, 61, 65, 75, 90]","[61, 90, 59, 28, 65, 75, 15]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
7fe1832b,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [66, 39, 68, 50, 55, 79, 47, 78]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[39, 50, 47, 55, 66, 68, 78, 79]","[66, 39, 68, 50, 55, 79, 47, 78]","[39, 47, 50, 55, 66, 68, 78, 79]","[39, 50, 66, 68, 55, 47, 78, 79]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
f7d37631,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [13, 31, 37, 11, 4, 33, 1]. What is the Postorder traversal sequence of the resulting tree?","[1, 4, 11, 33, 37, 31, 13]","[13, 11, 4, 1, 31, 37, 33]","[13, 31, 37, 11, 4, 33, 1]","[37, 33, 31, 13, 11, 4, 1]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
f9ba06a4,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(9), Push(11), Push(9), Push(8), Pop(), Push(13). What is the element at the TOP of the stack after these operations?",13,9,14,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
06817e39,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(17), Pop(), Push(18), Push(5), Pop(). What is the element at the TOP of the stack after these operations?",18,18,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
9a03ed94,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [18, 52, 74, 92, 24, 45]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[18, 24, 45, 52, 74, 92]","[18, 52, 74, 92, 24, 45]","[18, 24, 45, 52, 74, 92]","[45, 52, 18, 24, 92, 74]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
1d06b7e1,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(5), Push(17), Push(1), Push(13), Push(4). What is the element at the TOP of the stack after these operations?",4,5,5,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
61eeac5c,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(5), Push(5), Pop(), Push(1), Push(5), Push(18), Push(9). What is the element at the TOP of the stack after these operations?",9,5,10,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
0232af30,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [40, 18, 11, 13, 83, 30]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[11, 13, 18, 30, 40, 83]","[40, 18, 11, 13, 83, 30]","[11, 13, 18, 30, 40, 83]","[13, 11, 18, 30, 83, 40]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
fb112956,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [14, 93, 73, 25, 68, 24, 48]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[14, 24, 25, 48, 68, 73, 93]","[14, 93, 73, 25, 68, 24, 48]","[14, 24, 25, 48, 68, 73, 93]","[73, 68, 14, 24, 93, 25, 48]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
22f4fbc2,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [33, 65, 47, 20, 19]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[20, 19, 33, 47, 65]","[33, 65, 47, 20, 19]","[19, 20, 33, 47, 65]","[19, 33, 47, 20, 65]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
545bcc84,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Push(13), Push(14), Push(10). What is the element at the TOP of the stack after these operations?",10,8,11,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
0525c748,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(9), Push(5), Pop(), Push(18), Pop(). What is the element at the TOP of the stack after these operations?",9,9,10,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
57e4a055,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(2), Pop(), Push(20), Push(13), Pop(). What is the element at the TOP of the stack after these operations?",20,20,21,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
ce4df42d,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [72, 46, 96, 54, 44, 21]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[46, 54, 44, 21, 72, 96]","[72, 46, 96, 54, 44, 21]","[21, 44, 46, 54, 72, 96]","[54, 44, 96, 72, 46, 21]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
36042206,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [49, 51, 22, 14, 89]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[22, 14, 49, 51, 89]","[49, 51, 22, 14, 89]","[14, 22, 49, 51, 89]","[51, 14, 49, 89, 22]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
c95f943c,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(17), Push(11), Push(11), Push(8), Pop(), Push(10), Push(18). What is the element at the TOP of the stack after these operations?",18,17,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
af6f460c,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(19), Push(20), Push(15), Push(6), Pop(), Push(13), Pop(). What is the element at the TOP of the stack after these operations?",15,19,16,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
93744894,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [23, 63, 27, 94, 72]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[23, 27, 63, 72, 94]","[23, 63, 27, 94, 72]","[23, 27, 63, 72, 94]","[27, 63, 94, 72, 23]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
8ea99f47,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [10, 41, 37, 46, 14, 23, 20]. What is the Preorder traversal sequence of the resulting tree?","[10, 41, 37, 14, 23, 20, 46]","[20, 23, 14, 37, 46, 41, 10]","[10, 41, 37, 46, 14, 23, 20]","[46, 41, 37, 23, 20, 14, 10]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
182f5146,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [27, 52, 65, 93, 92, 66, 73, 59]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[27, 52, 65, 66, 59, 73, 92, 93]","[27, 52, 65, 93, 92, 66, 73, 59]","[27, 52, 59, 65, 66, 73, 92, 93]","[92, 52, 65, 66, 27, 73, 93, 59]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
5db65455,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(13), Push(6), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",Empty,Error,0,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
30f1f316,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [10, 25, 4, 20, 12, 44, 39]. What is the Inorder traversal sequence of the resulting tree?","[4, 10, 12, 20, 25, 39, 44]","[10, 4, 25, 20, 12, 44, 39]","[10, 25, 4, 20, 12, 44, 39]","[44, 39, 25, 20, 12, 10, 4]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
58bf3856,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [18, 15, 17, 6, 21, 49, 3]. What is the Postorder traversal sequence of the resulting tree?","[3, 6, 17, 15, 49, 21, 18]","[18, 15, 6, 3, 17, 21, 49]","[18, 15, 17, 6, 21, 49, 3]","[49, 21, 18, 17, 15, 6, 3]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
c2b43ebd,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [5, 8, 38, 46, 28, 13, 36]. What is the Preorder traversal sequence of the resulting tree?","[5, 8, 38, 28, 13, 36, 46]","[13, 36, 28, 46, 38, 8, 5]","[5, 8, 38, 46, 28, 13, 36]","[46, 38, 36, 28, 13, 8, 5]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
9556df47,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [97, 57, 12, 48, 71, 60, 37]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[57, 12, 48, 71, 60, 37, 97]","[97, 57, 12, 48, 71, 60, 37]","[12, 37, 48, 57, 60, 71, 97]","[60, 48, 57, 97, 71, 12, 37]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
233cb07a,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(17), Push(12), Push(13), Pop(), Push(15). What is the element at the TOP of the stack after these operations?",15,17,16,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
1a28dae9,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(16), Pop(), Push(12), Pop(), Push(5), Pop(). What is the element at the TOP of the stack after these operations?",Empty,Error,0,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
abc19d20,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(11), Pop(), Push(13), Push(2), Pop(). What is the element at the TOP of the stack after these operations?",13,13,14,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
b33f5acb,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [11, 72, 85, 66, 25, 50, 45, 33]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[11, 72, 66, 25, 50, 45, 33, 85]","[11, 72, 85, 66, 25, 50, 45, 33]","[11, 25, 33, 45, 50, 66, 72, 85]","[66, 25, 72, 45, 85, 11, 33, 50]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
51ab6c1c,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [43, 18, 80, 26, 67, 36, 63, 39]. Perform Bubble Sort. What is the exact state of the array after the completion of 6 full pass(es)?","[18, 26, 36, 39, 43, 63, 67, 80]","[43, 18, 80, 26, 67, 36, 63, 39]","[18, 26, 36, 39, 43, 63, 67, 80]","[80, 63, 18, 36, 26, 43, 39, 67]","After 6 passes of Bubble Sort, the largest 6 elements effectively 'bubble' to the end in sorted order.",Medium
e84b2731,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [68, 45, 80, 78, 98, 19, 87]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[45, 68, 19, 78, 80, 87, 98]","[68, 45, 80, 78, 98, 19, 87]","[19, 45, 68, 78, 80, 87, 98]","[98, 19, 45, 78, 68, 87, 80]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
3a5a1f45,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [67, 44, 12, 34, 71, 39, 26, 38]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[12, 34, 26, 38, 39, 44, 67, 71]","[67, 44, 12, 34, 71, 39, 26, 38]","[12, 26, 34, 38, 39, 44, 67, 71]","[26, 39, 38, 34, 12, 44, 71, 67]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
62b695f5,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [36, 41, 13, 7, 6, 38]. What is the Inorder traversal sequence of the resulting tree?","[6, 7, 13, 36, 38, 41]","[36, 13, 7, 6, 41, 38]","[36, 41, 13, 7, 6, 38]","[41, 38, 36, 13, 7, 6]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
231e7a84,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [14, 2, 43, 33, 7, 45]. What is the Inorder traversal sequence of the resulting tree?","[2, 7, 14, 33, 43, 45]","[14, 2, 7, 43, 33, 45]","[14, 2, 43, 33, 7, 45]","[45, 43, 33, 14, 7, 2]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
a70075d9,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [10, 41, 26, 47, 45, 38, 23]. What is the Inorder traversal sequence of the resulting tree?","[10, 23, 26, 38, 41, 45, 47]","[10, 41, 26, 23, 38, 47, 45]","[10, 41, 26, 47, 45, 38, 23]","[47, 45, 41, 38, 26, 23, 10]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
679c0cd6,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [40, 1, 32, 27, 12]. What is the Preorder traversal sequence of the resulting tree?","[40, 1, 32, 27, 12]","[12, 27, 32, 1, 40]","[40, 1, 32, 27, 12]","[40, 32, 27, 12, 1]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
e0611291,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [24, 74, 78, 10, 38, 48, 84]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[24, 10, 38, 48, 74, 78, 84]","[24, 74, 78, 10, 38, 48, 84]","[10, 24, 38, 48, 74, 78, 84]","[10, 84, 24, 74, 38, 48, 78]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
c2b43081,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [27, 75, 39, 24, 41, 11, 98]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[11, 24, 27, 39, 41, 75, 98]","[27, 75, 39, 24, 41, 11, 98]","[11, 24, 27, 39, 41, 75, 98]","[75, 39, 98, 41, 27, 11, 24]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
0e7f8ddd,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [68, 79, 59, 73, 19, 24, 43]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[59, 68, 19, 24, 43, 73, 79]","[68, 79, 59, 73, 19, 24, 43]","[19, 24, 43, 59, 68, 73, 79]","[24, 59, 19, 43, 68, 79, 73]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
a8cde2d4,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [13, 45, 28, 8, 11, 10]. What is the Postorder traversal sequence of the resulting tree?","[10, 11, 8, 28, 45, 13]","[13, 8, 11, 10, 45, 28]","[13, 45, 28, 8, 11, 10]","[45, 28, 13, 11, 10, 8]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
368a4023,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [65, 13, 17, 50, 95, 81, 43, 77]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[13, 17, 43, 50, 65, 77, 81, 95]","[65, 13, 17, 50, 95, 81, 43, 77]","[13, 17, 43, 50, 65, 77, 81, 95]","[77, 13, 95, 65, 50, 17, 81, 43]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
16db5bab,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [36, 27, 44, 13, 39]. What is the Preorder traversal sequence of the resulting tree?","[36, 27, 13, 44, 39]","[13, 27, 39, 44, 36]","[36, 27, 44, 13, 39]","[44, 39, 36, 27, 13]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
39a889d7,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [77, 63, 46, 45, 50]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[46, 45, 50, 63, 77]","[77, 63, 46, 45, 50]","[45, 46, 50, 63, 77]","[63, 45, 50, 77, 46]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
ce1e8ad8,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [32, 11, 93, 56, 59, 30, 90]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[11, 30, 32, 56, 59, 90, 93]","[32, 11, 93, 56, 59, 30, 90]","[11, 30, 32, 56, 59, 90, 93]","[59, 56, 32, 90, 93, 11, 30]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
d495368c,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [47, 62, 94, 37, 34, 70, 40]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[47, 62, 37, 34, 70, 40, 94]","[47, 62, 94, 37, 34, 70, 40]","[34, 37, 40, 47, 62, 70, 94]","[40, 94, 37, 47, 62, 70, 34]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
bdbcfaf5,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(7), Push(2), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",Empty,Error,0,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
2f36ed3e,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(9), Push(8), Push(13), Push(19), Push(6). What is the element at the TOP of the stack after these operations?",6,9,7,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
13558589,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [35, 46, 36, 1, 39, 30, 28]. What is the Postorder traversal sequence of the resulting tree?","[28, 30, 1, 39, 36, 46, 35]","[35, 1, 30, 28, 46, 36, 39]","[35, 46, 36, 1, 39, 30, 28]","[46, 39, 36, 35, 30, 28, 1]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
0d2a6b2e,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(4), Pop(), Push(18), Pop(), Push(5), Push(17), Push(9). What is the element at the TOP of the stack after these operations?",9,5,10,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
e91b2314,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(12), Push(3), Push(11), Push(15). What is the element at the TOP of the stack after these operations?",15,12,16,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
1147108a,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [59, 54, 65, 29, 33, 17, 93, 45]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[17, 29, 33, 45, 54, 59, 65, 93]","[59, 54, 65, 29, 33, 17, 93, 45]","[17, 29, 33, 45, 54, 59, 65, 93]","[17, 65, 45, 59, 33, 54, 93, 29]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
7f8aec32,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [77, 20, 10, 21, 94, 79]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[10, 20, 21, 77, 79, 94]","[77, 20, 10, 21, 94, 79]","[10, 20, 21, 77, 79, 94]","[94, 21, 77, 10, 79, 20]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
b26fccf9,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(14), Push(17), Push(10), Push(20), Push(5). What is the element at the TOP of the stack after these operations?",5,14,6,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
30b4537a,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [25, 47, 10, 21, 49, 62]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[25, 10, 21, 47, 49, 62]","[25, 47, 10, 21, 49, 62]","[10, 21, 25, 47, 49, 62]","[21, 49, 25, 62, 10, 47]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
914d7a39,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [97, 41, 68, 88, 57, 11, 85]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[11, 41, 57, 68, 85, 88, 97]","[97, 41, 68, 88, 57, 11, 85]","[11, 41, 57, 68, 85, 88, 97]","[41, 57, 85, 68, 88, 97, 11]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
ba987db5,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [43, 74, 94, 57, 13, 87, 42]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[43, 74, 57, 13, 87, 42, 94]","[43, 74, 94, 57, 13, 87, 42]","[13, 42, 43, 57, 74, 87, 94]","[57, 94, 13, 43, 87, 74, 42]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
7fab39f2,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [2, 6, 30, 34, 22, 9]. What is the Inorder traversal sequence of the resulting tree?","[2, 6, 9, 22, 30, 34]","[2, 6, 30, 22, 9, 34]","[2, 6, 30, 34, 22, 9]","[34, 30, 22, 9, 6, 2]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
9a6a60f8,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [96, 15, 69, 91, 20, 52, 43]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[15, 20, 52, 43, 69, 91, 96]","[96, 15, 69, 91, 20, 52, 43]","[15, 20, 43, 52, 69, 91, 96]","[52, 96, 15, 20, 91, 69, 43]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
b94b2589,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(14), Push(9), Pop(), Push(19), Pop(), Push(13). What is the element at the TOP of the stack after these operations?",13,14,14,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
